1280.00,58381.00,47739.00,282.96,39884.00,29201.00,242.78,47912.00,37270.00,243.18,41312.00,30670.00,252.22,39488.00,28845.00,236.30,1280.00
1300.00,59522.00,48713.00,283.85,40534.00,29725.00,243.32,48807.00,38000.00,243.88,42033.00,31224.00,252.78,40170.00,29361.00,236.83,1300.00
1320.00,60666.00,49691.00,284.72,41266.00,30251.00,243.84,49707.00,38732.00,244.56,42753.00,31778.00,253.33,40853.00,29878.00,237.35,1320.00
1340.00,61813.00,50672.00,285.59,41919.00,30778.00,244.37,50612.00,39470.00,245.24,43475.00,32334.00,253.87,41539.00,30398.00,237.87,1340.00
1360.00,62963.00,51656.00,286.44,42613.00,31306.00,244.88,51521.00,40213.00,245.92,44198.00,32891.00,254.40,42227.00,30919.00,238.38,1360.00
1380.00,64116.00,52643.00,287.28,43309.00,31836.00,245.39,52434.00,40960.00,246.58,44923.00,33449.00,254.93,42915.00,31441.00,238.88,1380.00
1400.00,65271.00,53631.00,288.11,44007.00,32367.00,245.89,53351.00,41711.00,247.24,45648.00,34008.00,255.45,43605.00,31964.00,239.38,1400.00
1420.00,66427.00,54621.00,288.93,44707.00,32900.00,246.39,54273.00,42466.00,247.90,46374.00,34567.00,255.97,44295.00,32489.00,239.87,1420.00
1440.00,67586.00,55614.00,289.74,45408.00,33434.00,246.88,55198.00,43226.00,248.54,47102.00,35129.00,256.48,44988.00,33014.00,240.35,1440.00
1460.00,68748.00,56609.00,290.54,46110.00,33971.00,247.36,56128.00,43989.00,249.19,47831.00,35692.00,256.98,45682.00,33543.00,240.83,1460.00
1480.00,69911.00,57606.00,291.33,46813.00,34508.00,247.84,57062.00,44756.00,249.82,48561.00,36256.00,257.47,46377.00,34071.00,241.30,1480.00
1500.00,71078.00,58606.00,292.11,47517.00,35046.00,248.31,57999.00,45528.00,250.45,49292.00,36821.00,257.97,47073.00,34601.00,241.77,1500.00
1520.00,72246.00,59609.00,292.89,48222.00,35584.00,248.78,58942.00,46304.00,251.07,50024.00,37387.00,258.45,47771.00,35133.00,242.23,1520.00
1540.00,73417.00,60613.00,292.65,48928.00,36124.00,249.24,59888.00,47084.00,251.69,50756.00,37952.00,258.93,48470.00,35665.00,242.69,1540.00
1560.00,74590.00,61620.00,294.41,49635.00,36665.00,249.70,60838.00,47868.00,252.31,51490.00,38520.00,259.40,49168.00,36197.00,243.14,1560.00
1580.00,76767.00,62630.00,295.16,50344.00,37207.00,250.15,61792.00,48655.00,252.91,52224.00,39088.00,259.87,49869.00,36732.00,243.59,1580.00
1600.00,76944.00,63741.00,295.90,51053.00,37750.00,250.59,62748.00,49445.00,253.51,52961.00,39658.00,260.33,50571.00,37268.00,244.03,1600.00
1620.00,78123.00,64653.00,296.63,51763.00,38293.00,251.03,63709.00,52240.00,254.11,53696.00,40227.00,260.79,51275.00,37806.00,244.46,1620.00
1640.00,79303.00,65668.00,297.36,52472.00,38837.00,251.47,64675.00,51039.00,254.70,54434.00,40799.00,261.24,51980.00,38344.00,244.90,1640.00
1660.00,80486.00,66592.00,298.07,53184.00,39382.00,251.90,65643.00,51841.00,255.29,55172.00,41370.00,261.69,52686.00,38884.00,245.32,1660.00
1680.00,81670.00,67702.00,298.78,53895.00,39927.00,252.33,66614.00,52646.00,255.87,55912.00,41944.00,262.13,53393.00,39424.00,245.75,1680.00
1700.00,82856.00,68721.00,299.48,54609.00,40474.00,252.75,67589.00,53455.00,256.45,56652.00,42517.00,262.57,54099.00,39965.00,246.17,1700.00
1720.00,84043.00,69742.00,300.18,55323.00,41023.00,253.17,68567.00,54267.00,257.02,57394.00,43093.00,263.01,54807.00,40507.00,246.58,1720.00
1740.00,85231.00,70764.00,300.86,56039.00,41572.00,253.58,69550.00,55083.00,257.59,58136.00,43669.00,263.44,55516.00,41049.00,246.99,1740.00
1760.00,86420.00,71787.00,301.54,56756.00,42123.00,253.99,70535.00,55902.00,258.15,58800.00,44247.00,263.86,56227.00,41594.00,247.40,1760.00
1780.00,87612.00,72812.00,302.27,57473.00,42673.00,254.40,71523.00,56723.00,258.71,59624.00,44825.00,264.28,56938.00,42139.00,247.80,1780.00
1800.00,88806.00,73840.00,302.88,58191.00,43225.00,254.80,72513.00,57547.00,259.26,60371.00,45405.00,264.70,57651.00,42685.00,248.20,1800.00
1820.00,90000.00,74868.00,303.54,58910.00,43778.00,255.19,73507.00,58375.00,259.81,61118.00,45986.00,265.11,58363.00,43231.00,248.59,1820.00
1840.00,91196.00,75897.00,304.20,59629.00,44331.00,255.59,74506.00,59207.00,260.36,61866.00,46568.00,265.52,59075.00,43777.00,248.98,1840.00
1860.00,92394.00,76929.00,304.85,60351.00,44886.00,255.98,75506.00,60042.00,260.90,62616.00,47151.00,265.93,59790.00,44324.00,249.37,1860.00
1880.00,93593.00,77962.00,305.49,61072.00,45441.00,256.36,76511.00,60880.00,261.44,63365.00,47734.00,266.33,60504.00,44873.00,249.75,1880.00
1900.00,94793.00,78996.00,306.12,61794.00,45997.00,256.74,77517.00,61720.00,261.97,64116.00,48319.00,266.72,61220.00,45423.00,250.13,1900.00
1920.00,95995.00,80031.00,306.75,62516.00,46552.00,257.12,78527.00,62564.00,262.50,64868.00,48904.00,267.12,61936.00,45973.00,250.50,1920.00
1940.00,97197.00,81067.00,307.37,63238.00,47108.00,257.50,79540.00,63411.00,263.02,65620.00,49490.00,267.51,62654.00,46524.00,250.87,1940.00
1960.00,98401.00,82105.00,307.99,63961.00,47665.00,257.87,80555.00,64259.00,263.54,66374.00,50078.00,267.89,63381.00,47075.00,251.24,1960.00
1980.00,99606.00,83144.00,308.60,64684.00,48221.00,258.24,81573.00,65111.00,264.06,67127.00,50665.00,268.28,64090.00,47627.00,251.61,1980.00
2000.00,100804.00,84185.00,309.21,65408.00,48780.00,258.60,82593.00,65965.00,264.57,67881.00,51253.00,268.66,64810.00,48181.00,251.97,2000.00
2050.00,103835.00,86791.00,310.70,67224.00,50179.00,259.49,85156.00,68111.00,265.84,69772.00,52727.00,269.59,66612.00,49567.00,252.86,2050.00
2100.00,106864.00,89404.00,312.16,69044.00,51584.00,260.37,87735.00,70275.00,267.08,71668.00,54208.00,270.50,68417.00,50957.00,253.73,2100.00
2150.00,109898.00,92023.00,313.59,70864.00,52988.00,261.23,90330.00,72454.00,268.30,73573.00,55697.00,271.40,70226.00,52351.00,254.58,2150.00
2200.00,112939.00,94648.00,314.99,72688.00,54396.00,262.07,92940.00,74649.00,269.50,75484.00,57192.00,272.28,72040.00,53749.00,255.41,2200.00
2250.00,115984.00,97277.00,316.36,74516.00,55809.00,262.89,95562.00,76855.00,270.68,77397.00,58690.00,273.14,73856.00,55149.00,256.23,2250.00
2300.00,119035.00,99912.00,317.70,76345.00,57222.00,263.69,98199.00,79076.00,271.84,79316.00,60193.00,273.98,75676.00,56553.00,257.03,2300.00
2350.00,122091.00,102552.00,319.01,78178.00,58640.00,264.48,100846.00,81308.00,272.98,81243.00,61704.00,274.81,77496.00,57958.00,257.81,2350.00
2400.00,125152.00,105197.00,320.30,80015.00,60060.00,265.25,103508.00,83553.00,274.10,83174.00,63219.00,275.63,79320.00,59366.00,258.58,2400.00
2450.00,128219.00,107849.00,321.57,81852.00,61482.00,266.01,106183.00,85811.00,275.20,85112.00,64742.00,276.42,81149.00,60779.00,259.33,2450.00
